DATE,TIME,実績(万kW),DATETIME
2021/11/2,5:00,642,2021-11-02 5:00:00
2021/11/2,6:00,647,2021-11-02 6:00:00
2021/11/2,7:00,661,2021-11-02 7:00:00
2021/11/2,8:00,679,2021-11-02 8:00:00
2021/11/2,9:00,692,2021-11-02 9:00:00
2021/11/2,10:00,682,2021-11-02 10:00:00
2021/11/2,11:00,685,2021-11-02 11:00:00
2021/11/2,12:00,644,2021-11-02 12:00:00
2021/11/2,13:00,682,2021-11-02 13:00:00
2021/11/2,14:00,678,2021-11-02 14:00:00
2021/11/2,15:00,679,2021-11-02 15:00:00
2021/11/2,16:00,684,2021-11-02 16:00:00
2021/11/2,17:00,678,2021-11-02 17:00:00
2021/11/2,18:00,677,2021-11-02 18:00:00
2021/11/2,19:00,653,2021-11-02 19:00:00
2021/11/2,20:00,631,2021-11-02 20:00:00
2021/11/2,21:00,610,2021-11-02 21:00:00
2021/11/2,22:00,588,2021-11-02 22:00:00
2021/11/2,23:00,573,2021-11-02 23:00:00
2021/11/3,0:00,552,2021-11-03 0:00:00
2021/11/3,1:00,549,2021-11-03 1:00:00
2021/11/3,2:00,569,2021-11-03 2:00:00
2021/11/3,3:00,613,2021-11-03 3:00:00
2021/11/3,4:00,651,2021-11-03 4:00:00
2021/11/3,5:00,642,2021-11-03 5:00:00
2021/11/3,6:00,623,2021-11-03 6:00:00
2021/11/3,7:00,628,2021-11-03 7:00:00
2021/11/3,8:00,640,2021-11-03 8:00:00
2021/11/3,9:00,651,2021-11-03 9:00:00
2021/11/3,10:00,640,2021-11-03 10:00:00
2021/11/3,11:00,631,2021-11-03 11:00:00
2021/11/3,12:00,606,2021-11-03 12:00:00
2021/11/3,13:00,617,2021-11-03 13:00:00
2021/11/3,14:00,630,2021-11-03 14:00:00
2021/11/3,15:00,650,2021-11-03 15:00:00
2021/11/3,16:00,660,2021-11-03 16:00:00
2021/11/3,17:00,683,2021-11-03 17:00:00
2021/11/3,18:00,691,2021-11-03 18:00:00
2021/11/3,19:00,667,2021-11-03 19:00:00
2021/11/3,20:00,648,2021-11-03 20:00:00
2021/11/3,21:00,625,2021-11-03 21:00:00
2021/11/3,22:00,587,2021-11-03 22:00:00
2021/11/3,23:00,570,2021-11-03 23:00:00
2021/11/4,0:00,549,2021-11-04 0:00:00
2021/11/4,1:00,547,2021-11-04 1:00:00
2021/11/4,2:00,575,2021-11-04 2:00:00
2021/11/4,3:00,620,2021-11-04 3:00:00
2021/11/4,4:00,651,2021-11-04 4:00:00
2021/11/4,5:00,651,2021-11-04 5:00:00
2021/11/4,6:00,657,2021-11-04 6:00:00
2021/11/4,7:00,662,2021-11-04 7:00:00
2021/11/4,8:00,709,2021-11-04 8:00:00
2021/11/4,9:00,721,2021-11-04 9:00:00
2021/11/4,10:00,696,2021-11-04 10:00:00
2021/11/4,11:00,696,2021-11-04 11:00:00
2021/11/4,12:00,658,2021-11-04 12:00:00
2021/11/4,13:00,697,2021-11-04 13:00:00
2021/11/4,14:00,693,2021-11-04 14:00:00
2021/11/4,15:00,701,2021-11-04 15:00:00
2021/11/4,16:00,715,2021-11-04 16:00:00
2021/11/4,17:00,710,2021-11-04 17:00:00
2021/11/4,18:00,710,2021-11-04 18:00:00
2021/11/4,19:00,679,2021-11-04 19:00:00
2021/11/4,20:00,659,2021-11-04 20:00:00
2021/11/4,21:00,635,2021-11-04 21:00:00
2021/11/4,22:00,611,2021-11-04 22:00:00
2021/11/4,23:00,589,2021-11-04 23:00:00
2021/11/5,0:00,570,2021-11-05 0:00:00
2021/11/5,1:00,563,2021-11-05 1:00:00
2021/11/5,2:00,590,2021-11-05 2:00:00
2021/11/5,3:00,644,2021-11-05 3:00:00
2021/11/5,4:00,664,2021-11-05 4:00:00
2021/11/5,5:00,675,2021-11-05 5:00:00
2021/11/5,6:00,684,2021-11-05 6:00:00
2021/11/5,7:00,690,2021-11-05 7:00:00
2021/11/5,8:00,710,2021-11-05 8:00:00
2021/11/5,9:00,699,2021-11-05 9:00:00
2021/11/5,10:00,690,2021-11-05 10:00:00
2021/11/5,11:00,690,2021-11-05 11:00:00
2021/11/5,12:00,652,2021-11-05 12:00:00
2021/11/5,13:00,685,2021-11-05 13:00:00
2021/11/5,14:00,689,2021-11-05 14:00:00
2021/11/5,15:00,703,2021-11-05 15:00:00
2021/11/5,16:00,701,2021-11-05 16:00:00
2021/11/5,17:00,703,2021-11-05 17:00:00
2021/11/5,18:00,702,2021-11-05 18:00:00
2021/11/5,19:00,678,2021-11-05 19:00:00
2021/11/5,20:00,661,2021-11-05 20:00:00
2021/11/5,21:00,630,2021-11-05 21:00:00
2021/11/5,22:00,606,2021-11-05 22:00:00
2021/11/5,23:00,585,2021-11-05 23:00:00
2021/11/6,0:00,557,2021-11-06 0:00:00
2021/11/6,1:00,549,2021-11-06 1:00:00
2021/11/6,2:00,579,2021-11-06 2:00:00
2021/11/6,3:00,623,2021-11-06 3:00:00
2021/11/6,4:00,646,2021-11-06 4:00:00
2021/11/6,5:00,635,2021-11-06 5:00:00
2021/11/6,6:00,615,2021-11-06 6:00:00
2021/11/6,7:00,616,2021-11-06 7:00:00
2021/11/6,8:00,632,2021-11-06 8:00:00
2021/11/6,9:00,628,2021-11-06 9:00:00
2021/11/6,10:00,599,2021-11-06 10:00:00
2021/11/6,11:00,600,2021-11-06 11:00:00
2021/11/6,12:00,590,2021-11-06 12:00:00
2021/11/6,13:00,594,2021-11-06 13:00:00
2021/11/6,14:00,591,2021-11-06 14:00:00
2021/11/6,15:00,583,2021-11-06 15:00:00
2021/11/6,16:00,607,2021-11-06 16:00:00
2021/11/6,17:00,645,2021-11-06 17:00:00
2021/11/6,18:00,648,2021-11-06 18:00:00
2021/11/6,19:00,639,2021-11-06 19:00:00
2021/11/6,20:00,614,2021-11-06 20:00:00
2021/11/6,21:00,582,2021-11-06 21:00:00
2021/11/6,22:00,542,2021-11-06 22:00:00
2021/11/6,23:00,517,2021-11-06 23:00:00
2021/11/7,0:00,499,2021-11-07 0:00:00
2021/11/7,1:00,496,2021-11-07 1:00:00
2021/11/7,2:00,515,2021-11-07 2:00:00
2021/11/7,3:00,568,2021-11-07 3:00:00
2021/11/7,4:00,598,2021-11-07 4:00:00
2021/11/7,5:00,585,2021-11-07 5:00:00
2021/11/7,6:00,563,2021-11-07 6:00:00
2021/11/7,7:00,568,2021-11-07 7:00:00
2021/11/7,8:00,546,2021-11-07 8:00:00
2021/11/7,9:00,526,2021-11-07 9:00:00
2021/11/7,10:00,508,2021-11-07 10:00:00
2021/11/7,11:00,501,2021-11-07 11:00:00
2021/11/7,12:00,503,2021-11-07 12:00:00
2021/11/7,13:00,510,2021-11-07 13:00:00
2021/11/7,14:00,520,2021-11-07 14:00:00
2021/11/7,15:00,532,2021-11-07 15:00:00
2021/11/7,16:00,546,2021-11-07 16:00:00
2021/11/7,17:00,588,2021-11-07 17:00:00
2021/11/7,18:00,604,2021-11-07 18:00:00
2021/11/7,19:00,595,2021-11-07 19:00:00
2021/11/7,20:00,580,2021-11-07 20:00:00
2021/11/7,21:00,548,2021-11-07 21:00:00
2021/11/7,22:00,518,2021-11-07 22:00:00
2021/11/7,23:00,496,2021-11-07 23:00:00
2021/11/8,0:00,484,2021-11-08 0:00:00
2021/11/8,1:00,484,2021-11-08 1:00:00
2021/11/8,2:00,515,2021-11-08 2:00:00
2021/11/8,3:00,566,2021-11-08 3:00:00
2021/11/8,4:00,596,2021-11-08 4:00:00
2021/11/8,5:00,599,2021-11-08 5:00:00
2021/11/8,6:00,608,2021-11-08 6:00:00
2021/11/8,7:00,618,2021-11-08 7:00:00
2021/11/8,8:00,660,2021-11-08 8:00:00
2021/11/8,9:00,685,2021-11-08 9:00:00
2021/11/8,10:00,671,2021-11-08 10:00:00
2021/11/8,11:00,683,2021-11-08 11:00:00
2021/11/8,12:00,644,2021-11-08 12:00:00
2021/11/8,13:00,691,2021-11-08 13:00:00
2021/11/8,14:00,695,2021-11-08 14:00:00
2021/11/8,15:00,695,2021-11-08 15:00:00
2021/11/8,16:00,712,2021-11-08 16:00:00
2021/11/8,17:00,706,2021-11-08 17:00:00
2021/11/8,18:00,691,2021-11-08 18:00:00
2021/11/8,19:00,656,2021-11-08 19:00:00
2021/11/8,20:00,636,2021-11-08 20:00:00
2021/11/8,21:00,612,2021-11-08 21:00:00
2021/11/8,22:00,586,2021-11-08 22:00:00
2021/11/8,23:00,559,2021-11-08 23:00:00
2021/11/9,0:00,537,2021-11-09 0:00:00
2021/11/9,1:00,536,2021-11-09 1:00:00
2021/11/9,2:00,557,2021-11-09 2:00:00
2021/11/9,3:00,608,2021-11-09 3:00:00
2021/11/9,4:00,629,2021-11-09 4:00:00
2021/11/9,5:00,637,2021-11-09 5:00:00
2021/11/9,6:00,639,2021-11-09 6:00:00
2021/11/9,7:00,642,2021-11-09 7:00:00
2021/11/9,8:00,683,2021-11-09 8:00:00
2021/11/9,9:00,705,2021-11-09 9:00:00
2021/11/9,10:00,704,2021-11-09 10:00:00
2021/11/9,11:00,698,2021-11-09 11:00:00
2021/11/9,12:00,656,2021-11-09 12:00:00
2021/11/9,13:00,688,2021-11-09 13:00:00
2021/11/9,14:00,697,2021-11-09 14:00:00
2021/11/9,15:00,697,2021-11-09 15:00:00
2021/11/9,16:00,711,2021-11-09 16:00:00
2021/11/9,17:00,726,2021-11-09 17:00:00
2021/11/9,18:00,723,2021-11-09 18:00:00
2021/11/9,19:00,693,2021-11-09 19:00:00
2021/11/9,20:00,667,2021-11-09 20:00:00
2021/11/9,21:00,642,2021-11-09 21:00:00
2021/11/9,22:00,605,2021-11-09 22:00:00
2021/11/9,23:00,585,2021-11-09 23:00:00
2021/11/10,0:00,561,2021-11-10 0:00:00
2021/11/10,1:00,557,2021-11-10 1:00:00
2021/11/10,2:00,586,2021-11-10 2:00:00
2021/11/10,3:00,631,2021-11-10 3:00:00
2021/11/10,4:00,667,2021-11-10 4:00:00
2021/11/10,5:00,671,2021-11-10 5:00:00
2021/11/10,6:00,687,2021-11-10 6:00:00
2021/11/10,7:00,702,2021-11-10 7:00:00
2021/11/10,8:00,731,2021-11-10 8:00:00
2021/11/10,9:00,739,2021-11-10 9:00:00
2021/11/10,10:00,711,2021-11-10 10:00:00
2021/11/10,11:00,725,2021-11-10 11:00:00
2021/11/10,12:00,681,2021-11-10 12:00:00
2021/11/10,13:00,719,2021-11-10 13:00:00
2021/11/10,14:00,725,2021-11-10 14:00:00
2021/11/10,15:00,726,2021-11-10 15:00:00
2021/11/10,16:00,742,2021-11-10 16:00:00
2021/11/10,17:00,758,2021-11-10 17:00:00
2021/11/10,18:00,754,2021-11-10 18:00:00
2021/11/10,19:00,722,2021-11-10 19:00:00
2021/11/10,20:00,697,2021-11-10 20:00:00
2021/11/10,21:00,664,2021-11-10 21:00:00
2021/11/10,22:00,620,2021-11-10 22:00:00
2021/11/10,23:00,602,2021-11-10 23:00:00
2021/11/11,0:00,576,2021-11-11 0:00:00
2021/11/11,1:00,566,2021-11-11 1:00:00
2021/11/11,2:00,598,2021-11-11 2:00:00
2021/11/11,3:00,644,2021-11-11 3:00:00
2021/11/11,4:00,669,2021-11-11 4:00:00
2021/11/11,5:00,677,2021-11-11 5:00:00
2021/11/11,6:00,694,2021-11-11 6:00:00
2021/11/11,7:00,714,2021-11-11 7:00:00
2021/11/11,8:00,722,2021-11-11 8:00:00
2021/11/11,9:00,734,2021-11-11 9:00:00
2021/11/11,10:00,730,2021-11-11 10:00:00
2021/11/11,11:00,716,2021-11-11 11:00:00
2021/11/11,12:00,676,2021-11-11 12:00:00
2021/11/11,13:00,705,2021-11-11 13:00:00
2021/11/11,14:00,712,2021-11-11 14:00:00
2021/11/11,15:00,727,2021-11-11 15:00:00
2021/11/11,16:00,752,2021-11-11 16:00:00
2021/11/11,17:00,763,2021-11-11 17:00:00
2021/11/11,18:00,766,2021-11-11 18:00:00
2021/11/11,19:00,736,2021-11-11 19:00:00
2021/11/11,20:00,713,2021-11-11 20:00:00
2021/11/11,21:00,680,2021-11-11 21:00:00
2021/11/11,22:00,649,2021-11-11 22:00:00
2021/11/11,23:00,616,2021-11-11 23:00:00
2021/11/12,0:00,587,2021-11-12 0:00:00
2021/11/12,1:00,577,2021-11-12 1:00:00
2021/11/12,2:00,613,2021-11-12 2:00:00
2021/11/12,3:00,653,2021-11-12 3:00:00
2021/11/12,4:00,682,2021-11-12 4:00:00
2021/11/12,5:00,682,2021-11-12 5:00:00
2021/11/12,6:00,711,2021-11-12 6:00:00
2021/11/12,7:00,724,2021-11-12 7:00:00
2021/11/12,8:00,729,2021-11-12 8:00:00
2021/11/12,9:00,736,2021-11-12 9:00:00
2021/11/12,10:00,730,2021-11-12 10:00:00
2021/11/12,11:00,722,2021-11-12 11:00:00
2021/11/12,12:00,686,2021-11-12 12:00:00
2021/11/12,13:00,723,2021-11-12 13:00:00
2021/11/12,14:00,723,2021-11-12 14:00:00
2021/11/12,15:00,728,2021-11-12 15:00:00
2021/11/12,16:00,743,2021-11-12 16:00:00
2021/11/12,17:00,766,2021-11-12 17:00:00
2021/11/12,18:00,769,2021-11-12 18:00:00
2021/11/12,19:00,735,2021-11-12 19:00:00
2021/11/12,20:00,721,2021-11-12 20:00:00
2021/11/12,21:00,688,2021-11-12 21:00:00
2021/11/12,22:00,655,2021-11-12 22:00:00
2021/11/12,23:00,631,2021-11-12 23:00:00
2021/11/13,0:00,603,2021-11-13 0:00:00
2021/11/13,1:00,595,2021-11-13 1:00:00
2021/11/13,2:00,623,2021-11-13 2:00:00
2021/11/13,3:00,664,2021-11-13 3:00:00
2021/11/13,4:00,685,2021-11-13 4:00:00
2021/11/13,5:00,672,2021-11-13 5:00:00
2021/11/13,6:00,666,2021-11-13 6:00:00
2021/11/13,7:00,685,2021-11-13 7:00:00
2021/11/13,8:00,671,2021-11-13 8:00:00
2021/11/13,9:00,649,2021-11-13 9:00:00
2021/11/13,10:00,629,2021-11-13 10:00:00
2021/11/13,11:00,610,2021-11-13 11:00:00
2021/11/13,12:00,596,2021-11-13 12:00:00
2021/11/13,13:00,599,2021-11-13 13:00:00
2021/11/13,14:00,599,2021-11-13 14:00:00
2021/11/13,15:00,616,2021-11-13 15:00:00
2021/11/13,16:00,637,2021-11-13 16:00:00
2021/11/13,17:00,682,2021-11-13 17:00:00
2021/11/13,18:00,690,2021-11-13 18:00:00
2021/11/13,19:00,679,2021-11-13 19:00:00
2021/11/13,20:00,659,2021-11-13 20:00:00
2021/11/13,21:00,634,2021-11-13 21:00:00
2021/11/13,22:00,602,2021-11-13 22:00:00
2021/11/13,23:00,575,2021-11-13 23:00:00
2021/11/14,0:00,561,2021-11-14 0:00:00
2021/11/14,1:00,563,2021-11-14 1:00:00
2021/11/14,2:00,589,2021-11-14 2:00:00
2021/11/14,3:00,625,2021-11-14 3:00:00
2021/11/14,4:00,643,2021-11-14 4:00:00
2021/11/14,5:00,628,2021-11-14 5:00:00
2021/11/14,6:00,608,2021-11-14 6:00:00
2021/11/14,7:00,616,2021-11-14 7:00:00
2021/11/14,8:00,624,2021-11-14 8:00:00
2021/11/14,9:00,606,2021-11-14 9:00:00
2021/11/14,10:00,582,2021-11-14 10:00:00
2021/11/14,11:00,561,2021-11-14 11:00:00
2021/11/14,12:00,554,2021-11-14 12:00:00
2021/11/14,13:00,536,2021-11-14 13:00:00
2021/11/14,14:00,542,2021-11-14 14:00:00
2021/11/14,15:00,574,2021-11-14 15:00:00
2021/11/14,16:00,607,2021-11-14 16:00:00
2021/11/14,17:00,662,2021-11-14 17:00:00
2021/11/14,18:00,676,2021-11-14 18:00:00
2021/11/14,19:00,659,2021-11-14 19:00:00
2021/11/14,20:00,649,2021-11-14 20:00:00
2021/11/14,21:00,629,2021-11-14 21:00:00
2021/11/14,22:00,583,2021-11-14 22:00:00
2021/11/14,23:00,553,2021-11-14 23:00:00
2021/11/15,0:00,541,2021-11-15 0:00:00
2021/11/15,1:00,544,2021-11-15 1:00:00
2021/11/15,2:00,580,2021-11-15 2:00:00
2021/11/15,3:00,625,2021-11-15 3:00:00
2021/11/15,4:00,650,2021-11-15 4:00:00
2021/11/15,5:00,660,2021-11-15 5:00:00
2021/11/15,6:00,680,2021-11-15 6:00:00
2021/11/15,7:00,726,2021-11-15 7:00:00
2021/11/15,8:00,759,2021-11-15 8:00:00
2021/11/15,9:00,763,2021-11-15 9:00:00
2021/11/15,10:00,735,2021-11-15 10:00:00
2021/11/15,11:00,716,2021-11-15 11:00:00
2021/11/15,12:00,673,2021-11-15 12:00:00
2021/11/15,13:00,708,2021-11-15 13:00:00
2021/11/15,14:00,717,2021-11-15 14:00:00
2021/11/15,15:00,713,2021-11-15 15:00:00
2021/11/15,16:00,726,2021-11-15 16:00:00
2021/11/15,17:00,745,2021-11-15 17:00:00
2021/11/15,18:00,739,2021-11-15 18:00:00
2021/11/15,19:00,718,2021-11-15 19:00:00
2021/11/15,20:00,692,2021-11-15 20:00:00
2021/11/15,21:00,671,2021-11-15 21:00:00
2021/11/15,22:00,639,2021-11-15 22:00:00
2021/11/15,23:00,615,2021-11-15 23:00:00
2021/11/16,0:00,589,2021-11-16 0:00:00
2021/11/16,1:00,582,2021-11-16 1:00:00
2021/11/16,2:00,618,2021-11-16 2:00:00
2021/11/16,3:00,667,2021-11-16 3:00:00
2021/11/16,4:00,694,2021-11-16 4:00:00
2021/11/16,5:00,697,2021-11-16 5:00:00
2021/11/16,6:00,731,2021-11-16 6:00:00
2021/11/16,7:00,747,2021-11-16 7:00:00
2021/11/16,8:00,779,2021-11-16 8:00:00
2021/11/16,9:00,777,2021-11-16 9:00:00
2021/11/16,10:00,758,2021-11-16 10:00:00
2021/11/16,11:00,750,2021-11-16 11:00:00
2021/11/16,12:00,710,2021-11-16 12:00:00
2021/11/16,13:00,745,2021-11-16 13:00:00
2021/11/16,14:00,747,2021-11-16 14:00:00
2021/11/16,15:00,734,2021-11-16 15:00:00
2021/11/16,16:00,745,2021-11-16 16:00:00
2021/11/16,17:00,765,2021-11-16 17:00:00
2021/11/16,18:00,766,2021-11-16 18:00:00
2021/11/16,19:00,735,2021-11-16 19:00:00
2021/11/16,20:00,701,2021-11-16 20:00:00
2021/11/16,21:00,680,2021-11-16 21:00:00
2021/11/16,22:00,646,2021-11-16 22:00:00
2021/11/16,23:00,620,2021-11-16 23:00:00
2021/11/17,0:00,598,2021-11-17 0:00:00
2021/11/17,1:00,598,2021-11-17 1:00:00
2021/11/17,2:00,629,2021-11-17 2:00:00
2021/11/17,3:00,671,2021-11-17 3:00:00
2021/11/17,4:00,690,2021-11-17 4:00:00
2021/11/17,5:00,700,2021-11-17 5:00:00
2021/11/17,6:00,714,2021-11-17 6:00:00
2021/11/17,7:00,731,2021-11-17 7:00:00
2021/11/17,8:00,743,2021-11-17 8:00:00
2021/11/17,9:00,735,2021-11-17 9:00:00
2021/11/17,10:00,702,2021-11-17 10:00:00
2021/11/17,11:00,691,2021-11-17 11:00:00
2021/11/17,12:00,644,2021-11-17 12:00:00
2021/11/17,13:00,679,2021-11-17 13:00:00
2021/11/17,14:00,682,2021-11-17 14:00:00
2021/11/17,15:00,705,2021-11-17 15:00:00
2021/11/17,16:00,724,2021-11-17 16:00:00
2021/11/17,17:00,746,2021-11-17 17:00:00
2021/11/17,18:00,751,2021-11-17 18:00:00
2021/11/17,19:00,718,2021-11-17 19:00:00
2021/11/17,20:00,688,2021-11-17 20:00:00
2021/11/17,21:00,663,2021-11-17 21:00:00
2021/11/17,22:00,637,2021-11-17 22:00:00
2021/11/17,23:00,605,2021-11-17 23:00:00
2021/11/18,0:00,588,2021-11-18 0:00:00
2021/11/18,1:00,576,2021-11-18 1:00:00
2021/11/18,2:00,620,2021-11-18 2:00:00
2021/11/18,3:00,671,2021-11-18 3:00:00
2021/11/18,4:00,709,2021-11-18 4:00:00
2021/11/18,5:00,702,2021-11-18 5:00:00
2021/11/18,6:00,725,2021-11-18 6:00:00
2021/11/18,7:00,738,2021-11-18 7:00:00
2021/11/18,8:00,759,2021-11-18 8:00:00
2021/11/18,9:00,749,2021-11-18 9:00:00
2021/11/18,10:00,718,2021-11-18 10:00:00
2021/11/18,11:00,696,2021-11-18 11:00:00
2021/11/18,12:00,650,2021-11-18 12:00:00
2021/11/18,13:00,687,2021-11-18 13:00:00
2021/11/18,14:00,689,2021-11-18 14:00:00
2021/11/18,15:00,706,2021-11-18 15:00:00
2021/11/18,16:00,727,2021-11-18 16:00:00
2021/11/18,17:00,752,2021-11-18 17:00:00
2021/11/18,18:00,757,2021-11-18 18:00:00
2021/11/18,19:00,724,2021-11-18 19:00:00
2021/11/18,20:00,700,2021-11-18 20:00:00
2021/11/18,21:00,668,2021-11-18 21:00:00
2021/11/18,22:00,646,2021-11-18 22:00:00
2021/11/18,23:00,617,2021-11-18 23:00:00
2021/11/19,0:00,597,2021-11-19 0:00:00
2021/11/19,1:00,601,2021-11-19 1:00:00
2021/11/19,2:00,634,2021-11-19 2:00:00
2021/11/19,3:00,677,2021-11-19 3:00:00
2021/11/19,4:00,702,2021-11-19 4:00:00
2021/11/19,5:00,706,2021-11-19 5:00:00
2021/11/19,6:00,725,2021-11-19 6:00:00
2021/11/19,7:00,746,2021-11-19 7:00:00
2021/11/19,8:00,759,2021-11-19 8:00:00
2021/11/19,9:00,741,2021-11-19 9:00:00
2021/11/19,10:00,703,2021-11-19 10:00:00
2021/11/19,11:00,676,2021-11-19 11:00:00
2021/11/19,12:00,628,2021-11-19 12:00:00
2021/11/19,13:00,666,2021-11-19 13:00:00
2021/11/19,14:00,686,2021-11-19 14:00:00
2021/11/19,15:00,708,2021-11-19 15:00:00
2021/11/19,16:00,717,2021-11-19 16:00:00
2021/11/19,17:00,734,2021-11-19 17:00:00
2021/11/19,18:00,731,2021-11-19 18:00:00
2021/11/19,19:00,713,2021-11-19 19:00:00
2021/11/19,20:00,694,2021-11-19 20:00:00
2021/11/19,21:00,663,2021-11-19 21:00:00
2021/11/19,22:00,637,2021-11-19 22:00:00
2021/11/19,23:00,610,2021-11-19 23:00:00
2021/11/20,0:00,583,2021-11-20 0:00:00
2021/11/20,1:00,587,2021-11-20 1:00:00
2021/11/20,2:00,615,2021-11-20 2:00:00
2021/11/20,3:00,653,2021-11-20 3:00:00
2021/11/20,4:00,672,2021-11-20 4:00:00
2021/11/20,5:00,671,2021-11-20 5:00:00
2021/11/20,6:00,656,2021-11-20 6:00:00
2021/11/20,7:00,669,2021-11-20 7:00:00
2021/11/20,8:00,667,2021-11-20 8:00:00
2021/11/20,9:00,645,2021-11-20 9:00:00
2021/11/20,10:00,618,2021-11-20 10:00:00
2021/11/20,11:00,600,2021-11-20 11:00:00
2021/11/20,12:00,578,2021-11-20 12:00:00
2021/11/20,13:00,597,2021-11-20 13:00:00
2021/11/20,14:00,591,2021-11-20 14:00:00
2021/11/20,15:00,602,2021-11-20 15:00:00
2021/11/20,16:00,624,2021-11-20 16:00:00
2021/11/20,17:00,654,2021-11-20 17:00:00
2021/11/20,18:00,657,2021-11-20 18:00:00
2021/11/20,19:00,639,2021-11-20 19:00:00
2021/11/20,20:00,627,2021-11-20 20:00:00
2021/11/20,21:00,614,2021-11-20 21:00:00
2021/11/20,22:00,585,2021-11-20 22:00:00
2021/11/20,23:00,565,2021-11-20 23:00:00
2021/11/21,0:00,544,2021-11-21 0:00:00
2021/11/21,1:00,545,2021-11-21 1:00:00
2021/11/21,2:00,581,2021-11-21 2:00:00
2021/11/21,3:00,629,2021-11-21 3:00:00
2021/11/21,4:00,642,2021-11-21 4:00:00
2021/11/21,5:00,627,2021-11-21 5:00:00
2021/11/21,6:00,607,2021-11-21 6:00:00
2021/11/21,7:00,614,2021-11-21 7:00:00
2021/11/21,8:00,620,2021-11-21 8:00:00
2021/11/21,9:00,609,2021-11-21 9:00:00
2021/11/21,10:00,580,2021-11-21 10:00:00
2021/11/21,11:00,561,2021-11-21 11:00:00
2021/11/21,12:00,566,2021-11-21 12:00:00
2021/11/21,13:00,570,2021-11-21 13:00:00
2021/11/21,14:00,561,2021-11-21 14:00:00
2021/11/21,15:00,575,2021-11-21 15:00:00
2021/11/21,16:00,605,2021-11-21 16:00:00
2021/11/21,17:00,664,2021-11-21 17:00:00
2021/11/21,18:00,667,2021-11-21 18:00:00
2021/11/21,19:00,656,2021-11-21 19:00:00
2021/11/21,20:00,641,2021-11-21 20:00:00
2021/11/21,21:00,613,2021-11-21 21:00:00
2021/11/21,22:00,577,2021-11-21 22:00:00
2021/11/21,23:00,544,2021-11-21 23:00:00
2021/11/22,0:00,539,2021-11-22 0:00:00
2021/11/22,1:00,540,2021-11-22 1:00:00
2021/11/22,2:00,571,2021-11-22 2:00:00
2021/11/22,3:00,615,2021-11-22 3:00:00
2021/11/22,4:00,644,2021-11-22 4:00:00
2021/11/22,5:00,646,2021-11-22 5:00:00
2021/11/22,6:00,652,2021-11-22 6:00:00
2021/11/22,7:00,684,2021-11-22 7:00:00
2021/11/22,8:00,751,2021-11-22 8:00:00
2021/11/22,9:00,787,2021-11-22 9:00:00
2021/11/22,10:00,783,2021-11-22 10:00:00
2021/11/22,11:00,780,2021-11-22 11:00:00
2021/11/22,12:00,745,2021-11-22 12:00:00
2021/11/22,13:00,768,2021-11-22 13:00:00
2021/11/22,14:00,759,2021-11-22 14:00:00
2021/11/22,15:00,751,2021-11-22 15:00:00
2021/11/22,16:00,772,2021-11-22 16:00:00
2021/11/22,17:00,780,2021-11-22 17:00:00
2021/11/22,18:00,770,2021-11-22 18:00:00
2021/11/22,19:00,738,2021-11-22 19:00:00
2021/11/22,20:00,719,2021-11-22 20:00:00
2021/11/22,21:00,685,2021-11-22 21:00:00
2021/11/22,22:00,647,2021-11-22 22:00:00
2021/11/22,23:00,627,2021-11-22 23:00:00
2021/11/23,0:00,606,2021-11-23 0:00:00
2021/11/23,1:00,612,2021-11-23 1:00:00
2021/11/23,2:00,639,2021-11-23 2:00:00
2021/11/23,3:00,678,2021-11-23 3:00:00
2021/11/23,4:00,713,2021-11-23 4:00:00
2021/11/23,5:00,699,2021-11-23 5:00:00
2021/11/23,6:00,705,2021-11-23 6:00:00
2021/11/23,7:00,721,2021-11-23 7:00:00
2021/11/23,8:00,752,2021-11-23 8:00:00
2021/11/23,9:00,749,2021-11-23 9:00:00
2021/11/23,10:00,727,2021-11-23 10:00:00
2021/11/23,11:00,714,2021-11-23 11:00:00
2021/11/23,12:00,696,2021-11-23 12:00:00
2021/11/23,13:00,715,2021-11-23 13:00:00
2021/11/23,14:00,721,2021-11-23 14:00:00
2021/11/23,15:00,722,2021-11-23 15:00:00
2021/11/23,16:00,755,2021-11-23 16:00:00
2021/11/23,17:00,792,2021-11-23 17:00:00
2021/11/23,18:00,797,2021-11-23 18:00:00
2021/11/23,19:00,781,2021-11-23 19:00:00
2021/11/23,20:00,761,2021-11-23 20:00:00
2021/11/23,21:00,726,2021-11-23 21:00:00
2021/11/23,22:00,675,2021-11-23 22:00:00
2021/11/23,23:00,639,2021-11-23 23:00:00
2021/11/24,0:00,613,2021-11-24 0:00:00
2021/11/24,1:00,613,2021-11-24 1:00:00
2021/11/24,2:00,649,2021-11-24 2:00:00
2021/11/24,3:00,696,2021-11-24 3:00:00
2021/11/24,4:00,714,2021-11-24 4:00:00
2021/11/24,5:00,723,2021-11-24 5:00:00
2021/11/24,6:00,757,2021-11-24 6:00:00
2021/11/24,7:00,772,2021-11-24 7:00:00
2021/11/24,8:00,798,2021-11-24 8:00:00
2021/11/24,9:00,805,2021-11-24 9:00:00
2021/11/24,10:00,774,2021-11-24 10:00:00
2021/11/24,11:00,773,2021-11-24 11:00:00
2021/11/24,12:00,720,2021-11-24 12:00:00
2021/11/24,13:00,758,2021-11-24 13:00:00
