,,,,,,,,
,,,,,,,太陽光,風力
DATE_TIME,エリア需要〔MWh〕,原子力〔MWh〕,火力〔MWh〕,水力〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕,太陽光実績〔MWh〕,風力実績〔MWh〕
2022/2/14 18:00,21368,4143,"11,844",2181,0,42,0,7
2022/2/14 19:00,20877,4143,"11,655",2030,0,42,0,7
2022/2/14 20:00,20226,4143,"11,737",1616,0,42,0,7
2022/2/14 21:00,19505,4143,"11,345",1355,0,42,0,8
2022/2/14 22:00,18541,4143,"11,715",815,0,42,0,6
2022/2/14 23:00,17698,4143,"11,325",596,0,42,0,6
2022/2/15 0:00,16627,4134,"10,675",392,0,42,0,7
2022/2/15 1:00,16164,4081,"10,532",380,0,42,0,10
2022/2/15 2:00,16375,4108,"10,775",442,0,42,0,9
2022/2/15 3:00,16373,4135,"10,688",435,0,42,0,11
2022/2/15 4:00,16288,4140,"10,548",354,0,42,0,8
2022/2/15 5:00,16541,4142,"10,454",355,0,42,0,7
2022/2/15 6:00,18227,4143,"11,474",514,0,42,7,7
2022/2/15 7:00,20399,4144,"12,426",924,0,42,545,7
2022/2/15 8:00,22375,4144,"12,830",1710,0,44,1566,11
2022/2/15 9:00,23183,4144,"12,861",1887,0,45,2417,20
2022/2/15 10:00,22535,4144,"12,774",1687,0,45,2598,33
2022/2/15 11:00,21779,4143,"12,411",1257,0,45,3010,45
2022/2/15 12:00,20468,4144,"11,414",922,0,42,3131,52
2022/2/15 13:00,20827,4144,"12,322",932,0,42,2593,58
2022/2/15 14:00,20514,4144,"12,188",988,0,42,2040,59
2022/2/15 15:00,20446,4143,"11,931",1272,0,44,1588,62
2022/2/15 16:00,20746,4142,"12,474",1731,0,45,846,54
2022/2/15 17:00,20959,4142,"12,556",2095,0,45,142,60
2022/2/15 18:00,21237,4142,"12,754",2100,0,45,0,59
2022/2/15 19:00,20571,4142,"12,189",1776,0,45,0,60
2022/2/15 20:00,19858,4142,"11,865",1500,0,45,0,64
2022/2/15 21:00,18935,4142,"11,400",1373,0,45,0,80
2022/2/15 22:00,17893,4143,"11,142",759,0,45,0,82
2022/2/15 23:00,17091,4143,"10,787",596,0,45,0,92
2022/2/16 0:00,16087,4143,"10,595",396,0,42,0,77
2022/2/16 1:00,15685,4142,"10,490",381,0,42,0,68
2022/2/16 2:00,15852,4143,"10,677",451,0,42,0,70
2022/2/16 3:00,15966,4143,"10,752",445,0,42,0,76
2022/2/16 4:00,15909,4143,"10,635",368,0,42,0,77
2022/2/16 5:00,16065,4143,"10,398",365,0,42,0,82
2022/2/16 6:00,17801,4143,"12,040",507,0,42,7,91
2022/2/16 7:00,20009,4143,"12,567",875,0,42,486,102
2022/2/16 8:00,22281,4144,"13,452",1579,0,44,1509,110
2022/2/16 9:00,23357,4143,"13,420",1565,0,45,2172,113
2022/2/16 10:00,22964,4143,"12,776",1412,0,45,2683,106
2022/2/16 11:00,22609,4143,"12,332",1087,0,42,3002,97
2022/2/16 12:00,21483,4143,"11,715",882,0,42,2928,112
2022/2/16 13:00,21958,4143,"12,402",885,0,42,2923,111
2022/2/16 14:00,21642,4142,"12,761",934,0,42,2518,101
2022/2/16 15:00,21681,4143,"13,018",1273,0,43,1929,106
2022/2/16 16:00,22187,4143,"13,813",1514,0,45,983,108
2022/2/16 17:00,22620,4143,"14,066",2112,0,45,157,106
2022/2/16 18:00,23012,4143,"14,321",2143,0,45,0,103
2022/2/16 19:00,22508,4142,"13,830",2055,0,45,0,97
2022/2/16 20:00,21812,4142,"13,591",1756,0,45,0,82
2022/2/16 21:00,20880,4142,"13,235",1396,0,45,0,72
2022/2/16 22:00,19687,4142,"13,030",859,0,45,0,50
2022/2/16 23:00,18827,4142,"12,603",547,0,45,0,49
2022/2/17 0:00,17624,4142,"11,605",500,0,42,0,44
2022/2/17 1:00,17132,4142,"11,819",451,0,42,0,72
2022/2/17 2:00,17194,4142,"11,986",469,0,42,0,86
2022/2/17 3:00,17002,4142,"11,914",383,0,42,0,104
2022/2/17 4:00,16830,4142,"11,966",382,0,42,0,95
2022/2/17 5:00,17213,4142,"12,355",388,0,42,0,105
2022/2/17 6:00,19263,4141,"13,064",535,0,42,9,105
2022/2/17 7:00,21760,4142,"13,259",935,0,42,515,105
2022/2/17 8:00,24250,4142,"14,110",1450,0,42,1561,105
2022/2/17 9:00,25256,4141,"13,600",1709,0,42,2423,106
2022/2/17 10:00,24765,4141,"13,091",1317,0,42,3005,113
2022/2/17 11:00,24169,4141,"13,249",1148,0,42,3151,117
2022/2/17 12:00,22926,4141,"12,692",886,0,42,3016,120
2022/2/17 13:00,23340,4140,"13,541",921,0,42,2839,123
2022/2/17 14:00,23077,4142,"13,439",1044,0,42,2318,121
2022/2/17 15:00,23065,4141,"13,935",1351,0,42,1611,118
2022/2/17 16:00,23496,4141,"14,145",1909,0,42,829,107
2022/2/17 17:00,23785,4141,"14,399",2048,0,42,150,98
2022/2/17 18:00,24083,4142,"14,677",2055,0,42,0,92
2022/2/17 19:00,23508,4142,"14,274",1678,0,42,0,92
2022/2/17 20:00,22692,4142,"14,270",1392,0,42,0,82
2022/2/17 21:00,21666,4143,"14,357",1147,0,42,0,82
2022/2/17 22:00,20337,4142,"14,233",820,0,42,0,75
2022/2/17 23:00,19397,4142,"13,637",764,0,42,0,66
2022/2/18 0:00,18034,4143,"12,519",675,0,42,0,48
2022/2/18 1:00,17355,4143,"12,169",691,0,42,0,51
2022/2/18 2:00,17280,4143,"12,156",597,0,42,0,51
2022/2/18 3:00,17092,4144,"12,180",564,0,42,0,50
2022/2/18 4:00,16845,4143,"11,862",538,0,42,0,49
2022/2/18 5:00,17086,4143,"11,802",451,0,42,0,41
2022/2/18 6:00,19054,4142,"12,690",542,0,42,11,28
2022/2/18 7:00,21381,4143,"13,039",645,0,42,518,28
2022/2/18 8:00,23575,4143,"13,835",1141,0,45,1506,24
2022/2/18 9:00,24456,4143,"13,854",1507,0,45,2228,26
2022/2/18 10:00,23882,4143,"13,685",997,0,42,2589,29
2022/2/18 11:00,23325,4143,"12,793",936,0,42,2633,37
2022/2/18 12:00,21997,4143,"11,858",784,0,42,2650,47
2022/2/18 13:00,22218,4144,"12,022",804,0,42,2684,49
2022/2/18 14:00,21858,4143,"12,187",984,0,42,2502,42
2022/2/18 15:00,21613,4143,"12,890",1203,0,45,1939,33
2022/2/18 16:00,21796,4143,"13,651",1791,0,45,1096,20
2022/2/18 17:00,21891,4143,"13,632",1996,0,45,195,17
2022/2/18 18:00,22277,4143,"13,676",2006,0,45,0,25
2022/2/18 19:00,21807,4143,"13,600",1995,0,45,0,22
2022/2/18 20:00,21306,4144,"13,338",1544,0,45,0,16
2022/2/18 21:00,20440,4144,"12,925",1295,0,45,0,10
2022/2/18 22:00,19492,4144,"12,778",1074,0,45,0,14
2022/2/18 23:00,18882,4144,"12,406",844,0,45,0,20
2022/2/19 0:00,17748,4144,"11,293",580,0,45,0,25
2022/2/19 1:00,17085,4144,"11,576",525,0,45,0,24
2022/2/19 2:00,16942,4143,"11,016",437,0,45,0,28
2022/2/19 3:00,16825,4144,"11,325",406,0,45,0,33
2022/2/19 4:00,16331,4143,"10,955",378,0,45,0,29
2022/2/19 5:00,16101,4144,"10,756",376,0,45,0,15
2022/2/19 6:00,16892,4143,"11,273",369,0,42,11,16
2022/2/19 7:00,18229,4143,"11,413",412,0,42,432,38
2022/2/19 8:00,20008,4143,"11,943",840,0,42,1078,29
2022/2/19 9:00,20778,4144,"11,571",992,0,42,1176,21
2022/2/19 10:00,20418,4144,"11,535",835,0,42,989,18
2022/2/19 11:00,20309,4143,"12,356",454,0,42,857,21
2022/2/19 12:00,19466,4144,"12,097",399,0,42,832,25
2022/2/19 13:00,19909,4143,"12,671",400,0,42,636,15
2022/2/19 14:00,19729,4143,"12,534",407,0,42,590,15
2022/2/19 15:00,19702,4144,"12,594",477,0,42,473,23
2022/2/19 16:00,20011,4144,"12,522",650,0,42,316,21
2022/2/19 17:00,20326,4143,"11,983",1296,0,42,72,42
2022/2/19 18:00,20472,4143,"11,523",1512,0,44,0,58
2022/2/19 19:00,20051,4143,"11,585",1357,0,45,0,64
2022/2/19 20:00,19436,4143,"11,532",1210,0,45,0,68
2022/2/19 21:00,18506,4144,"11,038",1059,0,45,0,72
2022/2/19 22:00,17461,4144,"10,834",819,0,45,0,81
2022/2/19 23:00,16776,4144,"10,578",660,0,45,0,90
2022/2/20 0:00,15703,4144,"9,546",640,0,42,0,91
2022/2/20 1:00,15191,4145,"9,732",642,0,42,0,97
2022/2/20 2:00,15257,4145,"9,990",715,0,42,0,97
2022/2/20 3:00,15151,4145,"10,171",581,0,42,0,107
2022/2/20 4:00,14807,4144,"10,266",448,0,42,0,111
2022/2/20 5:00,14428,4145,"9,747",413,0,42,0,116
2022/2/20 6:00,14680,4145,"9,713",412,0,42,14,124
2022/2/20 7:00,15850,4144,"9,756",521,0,42,493,120
2022/2/20 8:00,17107,4144,"9,337",718,0,42,1347,118
2022/2/20 9:00,17561,4143,"9,218",628,0,42,2385,113
2022/2/20 10:00,17596,4144,"9,067",541,0,42,3176,123
2022/2/20 11:00,17254,4144,"8,513",443,0,42,3277,128
2022/2/20 12:00,16923,4144,"8,174",385,0,42,3240,124
2022/2/20 13:00,16653,4144,"8,360",393,0,42,2975,127
2022/2/20 14:00,16613,4144,"8,620",438,0,42,2532,132
2022/2/20 15:00,16742,4143,"9,014",607,0,42,2039,129
2022/2/20 16:00,17467,4143,"10,235",1031,0,42,1106,128
2022/2/20 17:00,18958,4142,"11,463",1525,0,42,174,121
2022/2/20 18:00,20125,4143,"11,951",1534,0,42,0,118
2022/2/20 19:00,20124,4144,"11,846",1351,0,42,0,116
2022/2/20 20:00,19886,4144,"11,988",1087,0,42,0,114
2022/2/20 21:00,19080,4144,"11,211",938,0,42,0,107
2022/2/20 22:00,17958,4145,"10,402",852,0,42,0,104
2022/2/20 23:00,17202,4145,"10,425",635,0,42,0,106
2022/2/21 0:00,16334,4145,"10,075",657,0,42,0,112
2022/2/21 1:00,15923,4144,"10,539",650,0,42,0,107
2022/2/21 2:00,15998,4145,"10,479",637,0,42,0,102
2022/2/21 3:00,15871,4145,"10,530",508,0,42,0,96
2022/2/21 4:00,15735,4144,"10,789",385,0,42,0,94
2022/2/21 5:00,16241,4144,"10,930",406,0,42,0,90
2022/2/21 6:00,18366,4144,"12,189",415,0,42,15,89
2022/2/21 7:00,20964,4143,"13,050",633,0,42,528,90
2022/2/21 8:00,23374,4143,"13,750",1046,0,42,1501,96
2022/2/21 9:00,24387,4144,"13,603",1049,0,42,2422,103
2022/2/21 10:00,24133,4143,"13,562",976,0,42,3113,117
2022/2/21 11:00,23657,4143,"13,808",902,0,42,3018,114
2022/2/21 12:00,22413,4144,"12,787",491,0,42,2713,115
2022/2/21 13:00,22891,4143,"13,217",474,0,42,2772,116
2022/2/21 14:00,22651,4144,"13,316",514,0,42,2394,110
2022/2/21 15:00,22576,4144,"13,736",698,0,42,1793,101
2022/2/21 16:00,22954,4143,"14,595",1085,0,42,992,86
2022/2/21 17:00,23275,4143,"14,626",1771,0,42,194,73
2022/2/21 18:00,23707,4143,"15,175",1859,0,42,0,65
2022/2/21 19:00,23036,4143,"14,398",1869,0,42,0,66
2022/2/21 20:00,22225,4143,"14,549",1402,0,42,0,73
2022/2/21 21:00,21160,4143,"13,556",1192,0,42,0,76
2022/2/21 22:00,19883,4143,"13,345",728,0,42,0,52
2022/2/21 23:00,18934,4143,"12,938",530,0,42,0,49
2022/2/22 0:00,17700,4144,"12,387",351,0,42,0,42
2022/2/22 1:00,17031,4143,"12,244",290,0,42,0,46
2022/2/22 2:00,17057,4143,"12,568",283,0,42,0,37
2022/2/22 3:00,16921,4142,"12,534",283,0,42,0,28
2022/2/22 4:00,16677,4143,"12,474",283,0,42,0,34
2022/2/22 5:00,17078,4143,"12,284",282,0,42,0,44
2022/2/22 6:00,19062,4143,"13,166",384,0,42,19,51
2022/2/22 7:00,21410,4144,"13,437",754,0,42,571,67
2022/2/22 8:00,23523,4143,"13,521",1362,0,42,1697,86
2022/2/22 9:00,24251,4143,"13,832",1361,0,42,2742,95
2022/2/22 10:00,23808,4143,"13,740",762,0,42,3373,114
2022/2/22 11:00,23341,4143,"13,659",517,0,42,3460,115
2022/2/22 12:00,22136,4144,"12,295",449,0,42,3147,122
2022/2/22 13:00,22592,4144,"12,626",719,0,42,3070,125
2022/2/22 14:00,22211,4144,"11,914",943,0,42,2738,128
2022/2/22 15:00,22057,4144,"12,791",1261,0,42,2005,128
2022/2/22 16:00,22596,4143,"13,738",1651,0,42,1072,123
2022/2/22 17:00,22898,4143,"13,868",1978,0,42,209,112
2022/2/22 18:00,23429,4143,"14,450",2051,0,42,0,99
2022/2/22 19:00,22889,4143,"13,612",2028,0,42,0,98
2022/2/22 20:00,22165,4143,"13,634",1567,0,42,0,89
2022/2/22 21:00,21219,4142,"13,140",1197,0,42,0,82
2022/2/22 22:00,20145,4143,"12,847",928,0,42,0,63
2022/2/22 23:00,19221,4143,"12,199",465,0,42,0,66
2022/2/23 0:00,18083,4144,"11,603",321,0,42,0,67
2022/2/23 1:00,17482,4144,"11,958",276,0,42,0,74
2022/2/23 2:00,17426,4144,"11,946",271,0,42,0,77
2022/2/23 3:00,17132,4144,"11,814",270,0,42,0,78
2022/2/23 4:00,16678,4144,"11,552",269,0,42,0,62
2022/2/23 5:00,16481,4144,"11,673",268,0,42,0,56
2022/2/23 6:00,17343,4143,"12,217",273,0,42,21,56
2022/2/23 7:00,18894,4143,"12,409",350,0,42,549,56
2022/2/23 8:00,20742,4144,"12,394",966,0,45,1502,61
2022/2/23 9:00,21416,4144,"11,913",1105,0,45,2302,65
2022/2/23 10:00,20975,4144,"11,625",522,0,42,2850,71
2022/2/23 11:00,20780,4143,"11,843",372,0,42,3088,62
2022/2/23 12:00,20055,4144,"11,176",315,0,42,2683,62
2022/2/23 13:00,19983,4143,"11,608",312,0,42,2388,60
2022/2/23 14:00,19841,4144,"11,483",349,0,42,1929,55
2022/2/23 15:00,19973,4144,"12,112",551,0,42,1483,49
2022/2/23 16:00,20512,4143,"12,771",1229,0,45,845,39
2022/2/23 17:00,21260,4143,"13,300",1483,0,45,184,30
2022/2/23 18:00,21988,4142,"13,793",1597,0,45,0,25
2022/2/23 19:00,21792,4142,"13,253",1599,0,45,0,24
2022/2/23 20:00,21371,4143,"13,528",1271,0,45,0,28
2022/2/23 21:00,20583,4144,"12,971",905,0,45,0,32
2022/2/23 22:00,19313,4144,"12,397",502,0,45,0,35
2022/2/23 23:00,18440,4144,"12,310",315,0,45,0,37
2022/2/24 0:00,17383,4144,"12,070",280,0,42,0,36
2022/2/24 1:00,17018,4143,"12,254",275,0,42,0,39
2022/2/24 2:00,17042,4144,"12,475",271,0,42,0,42
2022/2/24 3:00,16963,4144,"12,442",270,0,42,0,44
2022/2/24 4:00,16896,4144,"12,438",271,0,42,0,45
2022/2/24 5:00,17324,4144,"12,116",271,0,42,0,45
2022/2/24 6:00,19271,4143,"12,752",306,0,42,25,34
2022/2/24 7:00,21439,4144,"13,796",565,0,42,640,37
2022/2/24 8:00,23482,4144,"13,528",1346,0,42,1795,42
2022/2/24 9:00,24350,4143,"13,308",1314,0,43,2672,44
2022/2/24 10:00,23985,4144,"13,133",1072,0,43,3153,45
2022/2/24 11:00,23593,4144,"13,494",542,0,43,3187,51
2022/2/24 12:00,22385,4143,"12,489",399,0,43,3156,52
2022/2/24 13:00,22689,4143,"12,862",383,0,43,3195,57
2022/2/24 14:00,22399,4143,"12,771",459,0,43,2748,66
2022/2/24 15:00,22153,4144,"12,854",885,0,42,2059,55
2022/2/24 16:00,22564,4143,"13,765",1534,0,42,1219,53
2022/2/24 17:00,22840,4143,"13,711",1959,0,42,254,45
2022/2/24 18:00,23421,4143,"14,676",2052,0,42,0,43
2022/2/24 19:00,22943,4143,"13,706",2010,0,42,0,36
2022/2/24 20:00,22196,4144,"13,361",1415,0,42,0,30
2022/2/24 21:00,21204,4144,"12,797",1063,0,42,0,31
2022/2/24 22:00,20066,4144,"12,293",719,0,42,0,27
2022/2/24 23:00,19160,4144,"12,173",519,0,42,0,30
2022/2/25 0:00,17951,4145,"11,749",312,0,68,0,36
2022/2/25 1:00,17401,4144,"11,891",298,0,68,0,38
2022/2/25 2:00,17392,4144,"12,242",290,0,68,0,40
2022/2/25 3:00,17291,4145,"12,066",291,0,68,0,34
2022/2/25 4:00,17147,4145,"12,204",297,0,68,0,30
2022/2/25 5:00,17554,4144,"12,118",376,0,68,0,27
2022/2/25 6:00,19633,4144,"12,857",619,0,68,28,31
2022/2/25 7:00,21642,4144,"13,103",767,0,68,716,29
2022/2/25 8:00,23256,4145,"12,675",1488,0,68,2034,28
2022/2/25 9:00,23745,4145,"12,253",1551,0,68,3221,36
2022/2/25 10:00,23119,4144,"11,270",1215,0,68,4091,45
2022/2/25 11:00,22591,4145,"11,194",838,0,68,4474,48
2022/2/25 12:00,21279,4145,"10,546",540,0,68,4232,54
2022/2/25 13:00,21392,4144,"10,318",505,0,68,3891,64
2022/2/25 14:00,20959,4144,"10,179",633,0,68,3364,60
2022/2/25 15:00,20755,4145,"10,647",905,0,68,2497,52
2022/2/25 16:00,21066,4145,"12,064",1372,0,68,1371,40
2022/2/25 17:00,21254,4145,"11,984",1898,0,68,283,29
2022/2/25 18:00,21700,4145,"12,469",1906,0,68,0,29
2022/2/25 19:00,21247,4145,"12,313",1782,0,68,0,27
2022/2/25 20:00,20537,4144,"12,307",1177,0,68,0,26
2022/2/25 21:00,19649,4145,"11,819",925,0,68,0,20
2022/2/25 22:00,18718,4145,"11,313",691,0,68,0,20
2022/2/25 23:00,17991,4145,"11,022",637,0,68,0,15
2022/2/26 0:00,17014,4145,"10,469",299,0,68,0,12
2022/2/26 1:00,16553,4145,"10,609",274,0,68,0,13
2022/2/26 2:00,16536,4145,"10,629",347,0,68,0,22
2022/2/26 3:00,16351,4145,"10,603",276,0,68,0,18
2022/2/26 4:00,16028,4145,"10,320",277,0,68,0,18
2022/2/26 5:00,15811,4145,"9,974",275,0,68,0,18
2022/2/26 6:00,16594,4144,"10,345",302,0,68,31,17
2022/2/26 7:00,17859,4144,"10,241",738,0,68,745,13
2022/2/26 8:00,19104,4144,"9,072",820,0,68,2057,12
2022/2/26 9:00,19239,4144,"7,845",626,0,68,3261,11
2022/2/26 10:00,18759,4145,"7,159",365,0,68,4154,13
2022/2/26 11:00,18281,4145,"6,664",312,0,68,4634,14
2022/2/26 12:00,17544,4145,"6,264",280,0,68,4730,17
2022/2/26 13:00,17138,4145,"6,358",286,0,68,4468,16
2022/2/26 14:00,16594,4145,"6,522",303,0,68,3800,16
2022/2/26 15:00,16276,4145,"6,848",365,0,68,2766,15
2022/2/26 16:00,16778,4145,"8,455",537,0,68,1522,13
2022/2/26 17:00,17536,4145,"9,403",1334,0,68,320,11
2022/2/26 18:00,18457,4144,"9,902",1692,0,68,0,16
2022/2/26 19:00,18475,4145,"9,814",1683,0,68,0,23
2022/2/26 20:00,18124,4145,"9,902",1426,0,68,0,33
2022/2/26 21:00,17462,4145,"9,446",1171,0,68,0,18
2022/2/26 22:00,16563,4146,"9,444",948,0,68,0,13
2022/2/26 23:00,15955,4145,"9,477",547,0,68,0,14
2022/2/27 0:00,15139,4145,"9,095",374,0,68,0,13
2022/2/27 1:00,14804,4145,"9,286",370,0,68,0,16
2022/2/27 2:00,14960,4146,"9,232",467,0,68,0,13
2022/2/27 3:00,14942,4145,"8,870",462,0,68,0,14
2022/2/27 4:00,14548,4145,"8,758",354,0,68,0,19
2022/2/27 5:00,14102,4146,"8,382",306,0,68,0,29
2022/2/27 6:00,14398,4145,"8,608",295,0,68,35,41
2022/2/27 7:00,15472,4145,"8,450",456,0,68,540,65
2022/2/27 8:00,16635,4144,"7,638",539,0,68,1328,70
2022/2/27 9:00,16950,4145,"6,880",402,0,68,2479,87
2022/2/27 10:00,16527,4145,"5,647",323,0,68,3109,104
2022/2/27 11:00,16200,4145,"6,006",313,0,68,3345,93
2022/2/27 12:00,15885,4144,"5,534",307,0,68,3480,92
2022/2/27 13:00,15675,4144,"5,946",326,0,68,3775,78
2022/2/27 14:00,15219,4144,"6,304",351,0,68,3507,70
2022/2/27 15:00,15130,4145,"6,650",454,0,68,2654,57
2022/2/27 16:00,15671,4144,"7,645",759,0,68,1492,42
2022/2/27 17:00,16792,4143,"8,626",1415,0,68,328,28
2022/2/27 18:00,17917,4144,"9,178",1730,0,68,0,26
2022/2/27 19:00,17959,4144,"9,048",1705,0,68,0,26
2022/2/27 20:00,17756,4143,"9,253",1351,0,68,0,24
2022/2/27 21:00,17066,4144,"9,120",1140,0,68,0,27
2022/2/27 22:00,16030,4145,"8,819",709,0,68,0,30
2022/2/27 23:00,15420,4144,"8,754",503,0,68,0,33
2022/2/28 0:00,14798,4144,"8,599",302,0,68,0,27
2022/2/28 1:00,14546,4145,"8,309",278,0,68,0,28
2022/2/28 2:00,14816,4144,"8,595",278,0,68,0,24
2022/2/28 3:00,14951,4144,"8,591",276,0,68,0,29
2022/2/28 4:00,14823,4145,"8,838",276,0,68,0,22
2022/2/28 5:00,15229,4145,"9,361",275,0,68,0,18
2022/2/28 6:00,17235,4144,"10,416",338,0,68,40,19
2022/2/28 7:00,19195,4144,"10,276",1151,0,68,831,16
2022/2/28 8:00,20762,4145,"10,394",1542,0,68,2197,15
2022/2/28 9:00,21189,4144,"9,475",1246,0,68,3406,16
2022/2/28 10:00,20619,4144,"8,650",842,0,68,4289,18
2022/2/28 11:00,20090,4145,"8,080",439,0,68,4769,19
2022/2/28 12:00,18922,4144,"8,139",354,0,68,4842,19
2022/2/28 13:00,19191,4145,"8,131",349,0,68,4590,19
2022/2/28 14:00,18866,4145,"8,426",348,0,68,3864,15
2022/2/28 15:00,18555,4145,"9,045",507,0,68,2719,11
2022/2/28 16:00,18919,4145,"10,919",794,0,68,1519,8
2022/2/28 17:00,19055,4145,"11,280",1382,0,68,325,7
2022/2/28 18:00,19565,4144,"11,786",1536,0,68,0,11
2022/2/28 19:00,19182,4144,"11,256",1370,0,68,0,14
2022/2/28 20:00,18637,4144,"11,083",1128,0,68,0,12
2022/2/28 21:00,17933,4144,"10,879",831,0,68,0,10
2022/2/28 22:00,16972,4145,"10,123",626,0,68,0,14
2022/2/28 23:00,16200,4144,"9,828",327,0,68,0,14
2022/3/1 0:00,15171,4145,8931,292,0,68,0,11
2022/3/1 1:00,14958,4144,9467,292,0,68,0,14
2022/3/1 2:00,15233,4144,9629,288,0,68,0,13
2022/3/1 3:00,15256,4145,9774,289,0,68,0,22
2022/3/1 4:00,15208,4108,10118,289,0,68,0,20
2022/3/1 5:00,15449,3950,10296,287,0,68,0,24
2022/3/1 6:00,16947,3782,11061,330,0,68,37,29
2022/3/1 7:00,19031,3614,11970,595,0,69,378,29
2022/3/1 8:00,21230,3460,12306,921,0,69,674,36
2022/3/1 9:00,21803,3376,12241,1179,0,69,1227,37
2022/3/1 10:00,21811,3328,12401,1094,0,69,1123,44
2022/3/1 11:00,21833,3253,12442,793,0,69,631,41
2022/3/1 12:00,21143,3251,12547,458,0,68,569,37
2022/3/1 13:00,21933,3250,12864,463,0,68,457,57
2022/3/1 14:00,21874,3251,12901,480,0,68,469,49
2022/3/1 15:00,21811,3251,12914,577,0,68,395,28
2022/3/1 16:00,21957,3251,13064,870,0,68,328,12
2022/3/1 17:00,21646,3251,12772,1411,0,68,90,40
2022/3/1 18:00,21329,3252,12647,1925,0,68,0,48
2022/3/1 19:00,20474,3252,12555,1945,0,68,0,36
2022/3/1 20:00,19584,3252,12376,1689,0,68,0,40
2022/3/1 21:00,18581,3252,12223,938,0,68,0,31
2022/3/1 22:00,17460,3252,12137,581,0,68,0,34
2022/3/1 23:00,16370,3252,11357,372,0,68,0,31
2022/3/2 0:00,15227,3252,10867,338,0,68,0,33
2022/3/2 1:00,14831,3252,11478,332,0,68,0,28
2022/3/2 2:00,15007,3252,11506,371,0,68,0,22
2022/3/2 3:00,15204,3252,11334,388,0,68,0,17
2022/3/2 4:00,15170,3251,11417,356,0,68,0,17
2022/3/2 5:00,15288,3252,11439,380,0,68,0,12
2022/3/2 6:00,16628,3251,11437,672,0,68,34,12
2022/3/2 7:00,18543,3252,11603,1219,0,68,395,10
2022/3/2 8:00,20761,3251,12394,1568,0,68,873,9
2022/3/2 9:00,21459,3251,11753,1727,0,68,1366,8
2022/3/2 10:00,20842,3252,10435,1720,0,68,2100,11
2022/3/2 11:00,20169,3252,10606,972,0,68,2595,17
2022/3/2 12:00,19033,3252,10162,379,0,68,2892,20
2022/3/2 13:00,19512,3252,10561,353,0,68,2778,28
2022/3/2 14:00,19242,3252,10754,365,0,68,2266,39
2022/3/2 15:00,19291,3251,11287,421,0,68,1634,42
2022/3/2 16:00,19542,3251,12048,579,0,68,842,31
2022/3/2 17:00,19546,3252,12098,951,0,68,185,20
2022/3/2 18:00,19769,3252,11958,1402,0,68,0,18
2022/3/2 19:00,19248,3251,11520,1354,0,68,0,17
2022/3/2 20:00,18616,3251,11674,1077,0,68,0,26
2022/3/2 21:00,17772,3252,11149,789,0,68,0,36
2022/3/2 22:00,16798,3251,10920,427,0,68,0,52
2022/3/2 23:00,15969,3252,10582,345,0,68,0,63
2022/3/3 0:00,14976,3252,10101,312,0,68,0,55
2022/3/3 1:00,14707,3251,10527,314,0,68,0,62
2022/3/3 2:00,15069,3251,10607,318,0,68,0,60
2022/3/3 3:00,15273,3251,10507,310,0,68,0,65
2022/3/3 4:00,15300,3251,10434,308,0,68,0,69
2022/3/3 5:00,15547,3251,10479,310,0,68,0,57
2022/3/3 6:00,16968,3252,11343,392,0,68,45,43
2022/3/3 7:00,18389,3253,10991,760,0,68,766,41
2022/3/3 8:00,19902,3253,11072,1118,0,68,1978,48
2022/3/3 9:00,20520,3253,10770,1049,0,68,3094,49
2022/3/3 10:00,20070,3253,9720,763,0,68,3872,47
2022/3/3 11:00,19843,3253,9497,459,0,68,4002,61
2022/3/3 12:00,18788,3253,8524,360,0,68,3613,67
2022/3/3 13:00,19291,3253,9240,355,0,68,3318,62
2022/3/3 14:00,19048,3252,9459,381,0,68,2668,64
2022/3/3 15:00,19018,3252,10136,601,0,68,1876,57
2022/3/3 16:00,19415,3252,11108,1111,0,68,1035,52
2022/3/3 17:00,19560,3254,11343,1704,0,68,246,40
2022/3/3 18:00,19844,3253,11889,1956,0,68,0,39
2022/3/3 19:00,19401,3253,11146,1946,0,68,0,38
2022/3/3 20:00,18757,3253,11475,1673,0,68,0,40
2022/3/3 21:00,18042,3253,11627,1032,0,68,0,32
2022/3/3 22:00,17143,3253,11435,451,0,68,0,28
2022/3/3 23:00,16308,3252,11106,378,0,68,0,25
2022/3/4 0:00,15457,3253,10950,350,0,68,0,20
2022/3/4 1:00,15184,3253,11274,343,0,68,0,18
2022/3/4 2:00,15573,3253,11781,325,0,68,0,17
2022/3/4 3:00,15720,3253,11878,323,0,68,0,17
2022/3/4 4:00,15709,3253,11695,318,0,68,0,17
2022/3/4 5:00,16032,3252,11426,322,0,68,0,15
2022/3/4 6:00,17480,3252,11876,327,0,68,53,14
2022/3/4 7:00,18876,3253,11552,458,0,68,807,12
2022/3/4 8:00,20314,3253,11792,1223,0,68,2067,9
2022/3/4 9:00,20780,3252,11383,1291,0,68,3243,11
2022/3/4 10:00,20342,3252,10700,871,0,68,3985,12
2022/3/4 11:00,20095,3252,10996,449,0,68,3595,12
2022/3/4 12:00,18799,3252,10088,355,0,68,2876,13
2022/3/4 13:00,19103,3253,10910,388,0,68,2823,13
2022/3/4 14:00,19145,3253,12034,425,0,68,1976,11
2022/3/4 15:00,19201,3253,12070,556,0,68,958,12
